gid	ReadCount	CPM	FPKM	Tissue	Genotype
Zm00001d014455	0	0	0	Kern	SA24
Zm00001d014456	0	0	0	Kern	SA24
Zm00001d014458	5	2.267036127	0.678550173	Kern	SA24
Zm00001d014459	1	0.453407225	0.301668147	Kern	SA24
Zm00001d014460	0	0	0	Kern	SA24
Zm00001d014461	0	0	0	Kern	SA24
Zm00001d014462	8	3.627257804	4.472574357	Kern	SA24
Zm00001d014463	3	1.360221676	1.286870082	Kern	SA24
Zm00001d014464	0	0	0	Kern	SA24
Zm00001d014442	95	40.76570673	15.60708527	LMAD	SC213R
Zm00001d014443	1	0.429112702	0.198571357	LMAD	SC213R
Zm00001d014444	10	4.291127024	4.865223384	LMAD	SC213R
Zm00001d014445	365	156.6261364	138.9761636	LMAD	SC213R
Zm00001d014446	14	6.007577834	4.031931432	LMAD	SC213R
Zm00001d014447	3	1.287338107	0.659159297	LMAD	SC213R
Zm00001d014449	75	32.18345268	18.79874573	LMAD	SC213R
Zm00001d014451	1	0.429112702	0.12445264	LMAD	SC213R
Zm00001d014455	2	0.858225405	0.689891805	LMAD	SC213R
Zm00001d014456	50	21.45563512	7.195048666	LMAD	SC213R
Zm00001d014458	160	68.65803239	20.55014438	LMAD	SC213R
Zm00001d014459	0	0	0	LMAD	SC213R
Zm00001d014460	2	0.858225405	0.399360356	LMAD	SC213R
Zm00001d014461	0	0	0	LMAD	SC213R
Zm00001d014462	7	3.003788917	3.703808776	LMAD	SC213R
Zm00001d014463	41	17.5936208	16.64486358	LMAD	SC213R
Zm00001d014464	0	0	0	LMAD	SC213R
Zm00001d014442	112	38.96526361	14.91778852	LMAN	SC213R
Zm00001d014443	0	0	0	LMAN	SC213R
Zm00001d014444	14	4.870657951	5.522287927	LMAN	SC213R
Zm00001d014445	117	40.70478431	36.11782103	LMAN	SC213R
Zm00001d014446	6	2.087424836	1.400956266	LMAN	SC213R
Zm00001d014447	1	0.347904139	0.17813832	LMAN	SC213R
Zm00001d014449	106	36.87783877	21.54079368	LMAN	SC213R
Zm00001d014451	6	2.087424836	0.605401635	LMAN	SC213R
Zm00001d014455	1	0.347904139	0.279665707	LMAN	SC213R
Zm00001d014456	36	12.52454902	4.200049972	LMAN	SC213R
Zm00001d014458	98	34.09460566	10.2049104	LMAN	SC213R
Zm00001d014459	0	0	0	LMAN	SC213R
Zm00001d014460	7	2.435328976	1.133238239	LMAN	SC213R
Zm00001d014461	0	0	0	LMAN	SC213R
Zm00001d014462	16	5.56646623	6.863706819	LMAN	SC213R
Zm00001d014463	28	9.741315902	9.216003692	LMAN	SC213R
Zm00001d014464	0	0	0	LMAN	SC213R
Zm00001d014442	53	19.24860337	7.369296851	GShoot	SC213R
Zm00001d014443	0	0	0	GShoot	SC213R
Zm00001d014444	15	5.447717936	6.176550948	GShoot	SC213R
Zm00001d014445	22	7.989986306	7.089606305	GShoot	SC213R
Zm00001d014446	3	1.089543587	0.731237307	GShoot	SC213R
Zm00001d014447	0	0	0	GShoot	SC213R
Zm00001d014449	110	39.94993153	23.33524038	GShoot	SC213R
Zm00001d014451	10	3.631811957	1.053309732	GShoot	SC213R
Zm00001d014455	6	2.179087174	1.751677793	GShoot	SC213R
Zm00001d014456	6	2.179087174	0.730746873	GShoot	SC213R
Zm00001d014458	47	17.0695162	5.109103921	GShoot	SC213R
Zm00001d014459	6	2.179087174	1.449825133	GShoot	SC213R
Zm00001d014460	6	2.179087174	1.014000546	GShoot	SC213R
Zm00001d014461	0	0	0	GShoot	SC213R
Zm00001d014462	49	17.79587859	21.9431302	GShoot	SC213R
Zm00001d014463	14	5.08453674	4.810346963	GShoot	SC213R
Zm00001d014464	0	0	0	GShoot	SC213R
Zm00001d014442	20	20.78410813	7.957162379	L3Tip	SC213R
Zm00001d014443	0	0	0	L3Tip	SC213R
Zm00001d014444	1	1.039205407	1.178237422	L3Tip	SC213R
Zm00001d014445	150	155.880811	138.3148279	L3Tip	SC213R
Zm00001d014446	9	9.35284866	6.277079637	L3Tip	SC213R
Zm00001d014447	2	2.078410813	1.064214446	L3Tip	SC213R
Zm00001d014449	33	34.29377842	20.03141263	L3Tip	SC213R
Zm00001d014451	2	2.078410813	0.602787359	L3Tip	SC213R
Zm00001d014455	0	0	0	L3Tip	SC213R
Zm00001d014456	5	5.196027033	1.742463794	L3Tip	SC213R
Zm00001d014458	62	64.43073521	19.28486537	L3Tip	SC213R
Zm00001d014459	0	0	0	L3Tip	SC213R
Zm00001d014460	6	6.23523244	2.901457627	L3Tip	SC213R
Zm00001d014461	0	0	0	L3Tip	SC213R
Zm00001d014462	3	3.11761622	3.844163033	L3Tip	SC213R
Zm00001d014463	4	4.156821627	3.932660006	L3Tip	SC213R
Zm00001d014464	0	0	0	L3Tip	SC213R
Zm00001d014442	29	15.0306212	5.754449159	GShoot	Il677a
Zm00001d014443	2	1.036594566	0.479682816	GShoot	Il677a
Zm00001d014444	0	0	0	GShoot	Il677a
Zm00001d014445	19	9.847648375	8.737931122	GShoot	Il677a
Zm00001d014446	0	0	0	GShoot	Il677a
Zm00001d014447	0	0	0	GShoot	Il677a
Zm00001d014449	50	25.91486414	15.137187	GShoot	Il677a
Zm00001d014451	7	3.62808098	1.052227662	GShoot	Il677a
Zm00001d014455	10	5.182972829	4.166376872	GShoot	Il677a
Zm00001d014456	11	5.701270112	1.911894739	GShoot	Il677a
Zm00001d014458	29	15.0306212	4.498839031	GShoot	Il677a
Zm00001d014459	9	4.664675546	3.103576544	GShoot	Il677a
Zm00001d014460	0	0	0	GShoot	Il677a
Zm00001d014461	0	0	0	GShoot	Il677a
Zm00001d014462	6	3.109783697	3.834505175	GShoot	Il677a
Zm00001d014463	2	1.036594566	0.980694953	GShoot	Il677a
Zm00001d014464	0	0	0	GShoot	Il677a
Zm00001d014442	48	21.42514383	8.202581863	GRoot	Il677a
Zm00001d014443	0	0	0	GRoot	Il677a
Zm00001d014444	0	0	0	GRoot	Il677a
Zm00001d014445	18	8.034428935	7.129040759	GRoot	Il677a
Zm00001d014446	0	0	0	GRoot	Il677a
Zm00001d014447	32	14.28342922	7.313583829	GRoot	Il677a
Zm00001d014449	31	13.83707205	8.082401901	GRoot	Il677a
Zm00001d014451	4	1.785428652	0.517815734	GRoot	Il677a
Zm00001d014455	20	8.927143261	7.176160178	GRoot	Il677a
Zm00001d014456	8	3.570857304	1.197470592	GRoot	Il677a
Zm00001d014458	27	12.0516434	3.607196469	GRoot	Il677a
Zm00001d014459	0	0	0	GRoot	Il677a
Zm00001d014460	0	0	0	GRoot	Il677a
Zm00001d014461	0	0	0	GRoot	Il677a
Zm00001d014462	4	1.785428652	2.201514984	GRoot	Il677a
Zm00001d014463	4	1.785428652	1.689147259	GRoot	Il677a
Zm00001d014464	0	0	0	GRoot	Il677a
Zm00001d014442	53	35.01650105	13.40601112	L3Tip	Il677a
Zm00001d014443	6	3.964132194	1.834397128	L3Tip	Il677a
Zm00001d014444	0	0	0	L3Tip	Il677a
Zm00001d014445	304	200.8493645	178.2159401	L3Tip	Il677a
Zm00001d014446	18	11.89239658	7.981474216	L3Tip	Il677a
Zm00001d014447	6	3.964132194	2.029765588	L3Tip	Il677a
Zm00001d014449	36	23.78479316	13.89298666	L3Tip	Il677a
Zm00001d014451	4	2.642754796	0.766460208	L3Tip	Il677a
Zm00001d014455	14	9.249641786	7.435403365	L3Tip	Il677a
Zm00001d014456	116	76.63988909	25.7008347	L3Tip	Il677a
Zm00001d014458	172	113.6384562	34.01330626	L3Tip	Il677a
Zm00001d014459	0	0	0	L3Tip	Il677a
Zm00001d014460	0	0	0	L3Tip	Il677a
Zm00001d014461	0	0	0	L3Tip	Il677a
Zm00001d014462	0	0	0	L3Tip	Il677a
Zm00001d014463	22	14.53515138	13.75132581	L3Tip	Il677a
Zm00001d014464	0	0	0	L3Tip	Il677a
Zm00001d014442	46	22.18762042	8.494494799	GShoot	CI21E
Zm00001d014443	1	0.482339574	0.223202024	GShoot	CI21E
Zm00001d014444	0	0	0	GShoot	CI21E
Zm00001d014445	8	3.858716594	3.423883402	GShoot	CI21E
Zm00001d014446	0	0	0	GShoot	CI21E
Zm00001d014447	1	0.482339574	0.246973668	GShoot	CI21E
Zm00001d014449	93	44.85758041	26.20185771	GShoot	CI21E
Zm00001d014451	21	10.12913106	2.937683022	GShoot	CI21E
Zm00001d014455	10	4.823395743	3.877327767	GShoot	CI21E
Zm00001d014456	6	2.894037446	0.970502162	GShoot	CI21E
Zm00001d014458	30	14.47018723	4.331094651	GShoot	CI21E
Zm00001d014459	3	1.447018723	0.962753641	GShoot	CI21E
Zm00001d014460	0	0	0	GShoot	CI21E
Zm00001d014461	0	0	0	GShoot	CI21E
Zm00001d014462	30	14.47018723	17.84240102	GShoot	CI21E
Zm00001d014463	19	9.164451911	8.670247787	GShoot	CI21E
Zm00001d014464	0	0	0	GShoot	CI21E
Zm00001d014442	52	16.81708707	6.438394742	L3Base	Il677a
Zm00001d014443	1	0.32340552	0.149655493	L3Base	Il677a
Zm00001d014444	1	0.32340552	0.366672926	L3Base	Il677a
Zm00001d014445	28	9.055354573	8.034919764	L3Base	Il677a
Zm00001d014446	1	0.32340552	0.217050685	L3Base	Il677a
Zm00001d014447	0	0	0	L3Base	Il677a
Zm00001d014449	82	26.51925268	15.49021769	L3Base	Il677a
Zm00001d014451	2	0.646811041	0.187590209	L3Base	Il677a
Zm00001d014455	73	23.608603	18.97797668	L3Base	Il677a
Zm00001d014456	39	12.6128153	4.229649664	L3Base	Il677a
Zm00001d014458	117	37.8384459	11.32548515	L3Base	Il677a
Zm00001d014459	80	25.87244164	17.21386669	L3Base	Il677a
Zm00001d014460	0	0	0	L3Base	Il677a
Zm00001d014461	0	0	0	L3Base	Il677a
Zm00001d014462	1	0.32340552	0.398773761	L3Base	Il677a
Zm00001d014463	9	2.910649684	2.753689389	L3Base	Il677a
Zm00001d014464	0	0	0	L3Base	Il677a
Zm00001d014442	64	33.2987809	12.74838473	L3Tip	Yu796NS
Zm00001d014443	0	0	0	L3Tip	Yu796NS
Zm00001d014444	4	2.081173806	2.35960749	L3Tip	Yu796NS
Zm00001d014445	201	104.5789838	92.79412935	L3Tip	Yu796NS
Zm00001d014446	82	42.66406303	28.63359935	L3Tip	Yu796NS
Zm00001d014447	14	7.284108323	3.729702162	L3Tip	Yu796NS
Zm00001d014449	52	27.05525948	15.80330577	L3Tip	Yu796NS
Zm00001d014451	3	1.560880355	0.452691518	L3Tip	Yu796NS
Zm00001d014455	5	2.601467258	2.091211622	L3Tip	Yu796NS
Zm00001d014456	4	2.081173806	0.697912075	L3Tip	Yu796NS
Zm00001d014458	123	63.99609455	19.15477239	L3Tip	Yu796NS
Zm00001d014459	0	0	0	L3Tip	Yu796NS
Zm00001d014460	5	2.601467258	1.210547817	L3Tip	Yu796NS
Zm00001d014461	0	0	0	L3Tip	Yu796NS
Zm00001d014462	2	1.040586903	1.283091126	L3Tip	Yu796NS
Zm00001d014463	73	37.98142197	35.93322797	L3Tip	Yu796NS
Zm00001d014464	0	0	0	L3Tip	Yu796NS
Zm00001d014442	78	26.74062504	10.2376053	Kern	Yu796NS
Zm00001d014443	6	2.056971157	0.951860785	Kern	Yu796NS
Zm00001d014444	7	2.399799683	2.720861318	Kern	Yu796NS
Zm00001d014445	11	3.771113787	3.346152429	Kern	Yu796NS
Zm00001d014446	7	2.399799683	1.610603814	Kern	Yu796NS
Zm00001d014447	4	1.371314104	0.70215776	Kern	Yu796NS
Zm00001d014449	67	22.96951125	13.41677059	Kern	Yu796NS
Zm00001d014451	0	0	0	Kern	Yu796NS
Zm00001d014455	0	0	0	Kern	Yu796NS
Zm00001d014456	6	2.056971157	0.689795827	Kern	Yu796NS
Zm00001d014458	9	3.085456735	0.923512941	Kern	Yu796NS
Zm00001d014459	2	0.685657052	0.456192317	Kern	Yu796NS
Zm00001d014460	16	5.485256418	2.55246925	Kern	Yu796NS
Zm00001d014461	0	0	0	Kern	Yu796NS
Zm00001d014462	19	6.513741996	8.031741056	Kern	Yu796NS
Zm00001d014463	19	6.513741996	6.162480602	Kern	Yu796NS
Zm00001d014464	0	0	0	Kern	Yu796NS
Zm00001d014442	56	29.10613527	11.14323709	Kern	T232
Zm00001d014443	4	2.079009662	0.962059075	Kern	T232
Zm00001d014444	2	1.039504831	1.178576906	Kern	T232
Zm00001d014445	9	4.677771739	4.150640408	Kern	T232
Zm00001d014446	1	0.519752415	0.348827124	Kern	T232
Zm00001d014447	0	0	0	Kern	T232
Zm00001d014449	47	24.42836353	14.26890393	Kern	T232
Zm00001d014451	0	0	0	Kern	T232
Zm00001d014455	0	0	0	Kern	T232
Zm00001d014456	4	2.079009662	0.697186339	Kern	T232
Zm00001d014458	14	7.276533817	2.177950858	Kern	T232
Zm00001d014459	0	0	0	Kern	T232
Zm00001d014460	2	1.039504831	0.483715603	Kern	T232
Zm00001d014461	0	0	0	Kern	T232
Zm00001d014462	3	1.559257246	1.922635322	Kern	T232
Zm00001d014463	18	9.355543479	8.851034512	Kern	T232
Zm00001d014464	0	0	0	Kern	T232
Zm00001d014442	50	35.15975041	13.46085391	L3Tip	T232
Zm00001d014443	0	0	0	L3Tip	T232
Zm00001d014444	4	2.812780033	3.189093008	L3Tip	T232
Zm00001d014445	249	175.0955571	155.364292	L3Tip	T232
Zm00001d014446	21	14.76709517	9.91080213	L3Tip	T232
Zm00001d014447	9	6.328755075	3.240529992	L3Tip	T232
Zm00001d014449	54	37.97253045	22.18021638	L3Tip	T232
Zm00001d014451	1	0.703195008	0.203942868	L3Tip	T232
Zm00001d014455	10	7.031950083	5.652692993	L3Tip	T232
Zm00001d014456	44	30.94058036	10.37578148	L3Tip	T232
Zm00001d014458	57	40.08211547	11.99704145	L3Tip	T232
Zm00001d014459	0	0	0	L3Tip	T232
Zm00001d014460	2	1.406390017	0.654439282	L3Tip	T232
Zm00001d014461	0	0	0	L3Tip	T232
Zm00001d014462	2	1.406390017	1.734143054	L3Tip	T232
Zm00001d014463	62	43.59809051	41.24701089	L3Tip	T232
Zm00001d014464	0	0	0	L3Tip	T232
Zm00001d014442	25	15.8400329	6.064331125	L3Base	T232
Zm00001d014443	0	0	0	L3Base	T232
Zm00001d014444	3	1.900803948	2.155106517	L3Base	T232
Zm00001d014445	12	7.603215791	6.7464204	L3Base	T232
Zm00001d014446	2	1.267202632	0.850471565	L3Base	T232
Zm00001d014447	0	0	0	L3Base	T232
Zm00001d014449	73	46.25289606	27.01687854	L3Base	T232
Zm00001d014451	2	1.267202632	0.367518165	L3Base	T232
Zm00001d014455	42	26.61125527	21.3916843	L3Base	T232
Zm00001d014456	2	1.267202632	0.424950581	L3Base	T232
Zm00001d014458	28	17.74083685	5.310037967	L3Base	T232
Zm00001d014459	40	25.34405264	16.86231047	L3Base	T232
Zm00001d014460	0	0	0	L3Base	T232
Zm00001d014461	0	0	0	L3Base	T232
Zm00001d014462	6	3.801607896	4.687555975	L3Base	T232
Zm00001d014463	3	1.900803948	1.798300802	L3Base	T232
Zm00001d014464	0	0	0	L3Base	T232
Zm00001d014442	80	29.94800428	11.46554528	GRoot	T232
Zm00001d014443	0	0	0	GRoot	T232
Zm00001d014444	10	3.743500535	4.244331672	GRoot	T232
Zm00001d014445	16	5.989600856	5.314641398	GRoot	T232
Zm00001d014446	3	1.12305016	0.75372494	GRoot	T232
Zm00001d014447	3	1.12305016	0.575038485	GRoot	T232
Zm00001d014449	26	9.73310139	5.685222775	GRoot	T232
Zm00001d014451	6	2.246100321	0.651421207	GRoot	T232
Zm00001d014455	4	1.497400214	1.203697921	GRoot	T232
Zm00001d014456	1	0.374350053	0.125536571	GRoot	T232
Zm00001d014458	23	8.61005123	2.577088066	GRoot	T232
Zm00001d014459	0	0	0	GRoot	T232
Zm00001d014460	0	0	0	GRoot	T232
Zm00001d014461	0	0	0	GRoot	T232
Zm00001d014462	19	7.112651016	8.770223201	GRoot	T232
Zm00001d014463	57	21.33795305	20.18727819	GRoot	T232
Zm00001d014464	0	0	0	GRoot	T232
Zm00001d014442	37	20.77150284	7.952336463	GShoot	T232
Zm00001d014443	0	0	0	GShoot	T232
Zm00001d014444	4	2.245567875	2.545995323	GShoot	T232
Zm00001d014445	10	5.613919687	4.981295197	GShoot	T232
Zm00001d014446	0	0	0	GShoot	T232
Zm00001d014447	0	0	0	GShoot	T232
Zm00001d014449	66	37.05186993	21.64244739	GShoot	T232
Zm00001d014451	9	5.052527718	1.465350266	GShoot	T232
Zm00001d014455	3	1.684175906	1.353839153	GShoot	T232
Zm00001d014456	0	0	0	GShoot	T232
Zm00001d014458	24	13.47340725	4.032746857	GShoot	T232
Zm00001d014459	8	4.491135749	2.988114271	GShoot	T232
Zm00001d014460	1	0.561391969	0.261234048	GShoot	T232
Zm00001d014461	0	0	0	GShoot	T232
Zm00001d014462	38	21.33289481	26.30443256	GShoot	T232
Zm00001d014463	9	5.052527718	4.780064066	GShoot	T232
Zm00001d014464	0	0	0	GShoot	T232
Zm00001d014442	136	42.54077267	16.28666641	LMAD	T232
Zm00001d014443	0	0	0	LMAD	T232
Zm00001d014444	14	4.379197186	4.965076175	LMAD	T232
Zm00001d014445	646	202.0686702	179.297844	LMAD	T232
Zm00001d014446	23	7.194395377	4.828453273	LMAD	T232
Zm00001d014447	0	0	0	LMAD	T232
Zm00001d014449	233	72.88235317	42.57146797	LMAD	T232
Zm00001d014451	1	0.312799799	0.090719199	LMAD	T232
Zm00001d014455	8	2.502398392	2.01157427	LMAD	T232
Zm00001d014456	147	45.98157045	15.4197084	LMAD	T232
Zm00001d014458	418	130.750316	39.1350841	LMAD	T232
Zm00001d014459	0	0	0	LMAD	T232
Zm00001d014460	0	0	0	LMAD	T232
Zm00001d014461	0	0	0	LMAD	T232
Zm00001d014462	12	3.753597588	4.628357075	LMAD	T232
Zm00001d014463	127	39.72557447	37.58332495	LMAD	T232
Zm00001d014464	0	0	0	LMAD	T232
Zm00001d014442	109	34.86615246	13.34845041	LMAN	T232
Zm00001d014443	0	0	0	LMAN	T232
Zm00001d014444	37	11.83529946	13.41870687	LMAN	T232
Zm00001d014445	123	39.34437388	34.91071329	LMAN	T232
Zm00001d014446	3	0.959618875	0.644039513	LMAN	T232
Zm00001d014447	2	0.639745917	0.327570874	LMAN	T232
Zm00001d014449	254	81.24773143	47.45778705	LMAN	T232
Zm00001d014451	1	0.319872958	0.09277058	LMAN	T232
Zm00001d014455	1	0.319872958	0.257132603	LMAN	T232
Zm00001d014456	43	13.75453721	4.612520862	LMAN	T232
Zm00001d014458	234	74.85027226	22.4035535	LMAN	T232
Zm00001d014459	0	0	0	LMAN	T232
Zm00001d014460	1	0.319872958	0.148847351	LMAN	T232
Zm00001d014461	0	0	0	LMAN	T232
Zm00001d014462	17	5.437840292	6.705105169	LMAN	T232
Zm00001d014463	127	40.62386571	38.43317475	LMAN	T232
Zm00001d014464	0	0	0	LMAN	T232
Zm00001d014442	38	18.29411539	7.00387266	L3Base	CI21E
Zm00001d014443	1	0.481424089	0.222778385	L3Base	CI21E
Zm00001d014444	0	0	0	L3Base	CI21E
Zm00001d014445	8	3.851392713	3.417384839	L3Base	CI21E
Zm00001d014446	1	0.481424089	0.323103416	L3Base	CI21E
Zm00001d014447	0	0	0	L3Base	CI21E
Zm00001d014449	96	46.21671256	26.99574332	L3Base	CI21E
Zm00001d014451	12	5.77708907	1.67548987	L3Base	CI21E
Zm00001d014455	23	11.07275405	8.900927694	L3Base	CI21E
Zm00001d014456	3	1.444272268	0.48433007	L3Base	CI21E
Zm00001d014458	43	20.70123583	6.196119675	L3Base	CI21E
Zm00001d014459	15	7.221361338	4.804631629	L3Base	CI21E
Zm00001d014460	0	0	0	L3Base	CI21E
Zm00001d014461	0	0	0	L3Base	CI21E
Zm00001d014462	15	7.221361338	8.904267987	L3Base	CI21E
Zm00001d014463	11	5.295664981	5.010089859	L3Base	CI21E
Zm00001d014464	0	0	0	L3Base	CI21E
Zm00001d014442	79	34.38219496	13.16316806	Kern	SG18
Zm00001d014443	19	8.269135498	3.826531929	Kern	SG18
Zm00001d014444	1	0.435217658	0.493444056	Kern	SG18
Zm00001d014445	11	4.787394235	4.247909703	Kern	SG18
Zm00001d014446	5	2.176088289	1.460461939	Kern	SG18
Zm00001d014447	2	0.870435316	0.445691406	Kern	SG18
Zm00001d014449	49	21.32566523	12.45658016	Kern	SG18
Zm00001d014451	0	0	0	Kern	SG18
Zm00001d014455	0	0	0	Kern	SG18
Zm00001d014456	11	4.787394235	1.605430662	Kern	SG18
Zm00001d014458	7	3.046523604	0.911859804	Kern	SG18
Zm00001d014459	0	0	0	Kern	SG18
Zm00001d014460	9	3.91695892	1.82268912	Kern	SG18
Zm00001d014461	0	0	0	Kern	SG18
Zm00001d014462	11	4.787394235	5.903075506	Kern	SG18
Zm00001d014463	12	5.222611893	4.940976247	Kern	SG18
Zm00001d014464	0	0	0	Kern	SG18
Zm00001d014442	107	45.70477722	17.49800047	LMAN	Va22
Zm00001d014443	2	0.854294901	0.395323878	LMAN	Va22
Zm00001d014444	10	4.271474506	4.842941617	LMAN	Va22
Zm00001d014445	136	58.09205328	51.54574382	LMAN	Va22
Zm00001d014446	4	1.708589802	1.146704565	LMAN	Va22
Zm00001d014447	0	0	0	LMAN	Va22
Zm00001d014449	104	44.42333486	25.94820962	LMAN	Va22
Zm00001d014451	8	3.417179605	0.99106137	LMAN	Va22
Zm00001d014455	7	2.990032154	2.403562825	LMAN	Va22
Zm00001d014456	68	29.04602664	9.74045159	LMAN	Va22
Zm00001d014458	117	49.97625172	14.95847103	LMAN	Va22
Zm00001d014459	0	0	0	LMAN	Va22
Zm00001d014460	7	2.990032154	1.391359774	LMAN	Va22
Zm00001d014461	0	0	0	LMAN	Va22
Zm00001d014462	1	0.427147451	0.526692294	LMAN	Va22
Zm00001d014463	191	81.58516307	77.18558474	LMAN	Va22
Zm00001d014464	0	0	0	LMAN	Va22
Zm00001d014442	137	34.09705008	13.0540008	Kern	Va17
Zm00001d014443	6	1.493301463	0.691023352	Kern	Va17
Zm00001d014444	8	1.991068618	2.257447412	Kern	Va17
Zm00001d014445	25	6.22208943	5.520931172	Kern	Va17
Zm00001d014446	5	1.244417886	0.835179789	Kern	Va17
