Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GeneID	Symbol	Synonyms
Zm00001d000434	2968.77869104275	-1.47058844450753	0.322267750288661	-4.563250412709	5.03676789981234e-06	0.00776402957732837	100280431	LOC100280431	GRMZM2G119970
Zm00001d010131	721.246783908212	-2.02362830296087	0.409002091271743	-4.94772116364647	7.50873666787587e-07	0.00196766444381687	103635602	LOC103635602	GRMZM2G027960
Zm00001d013071	174.347108162724	2.1731936792338	0.44956700331875	4.83397060547385	1.33836356979005e-06	0.00269783210356524	100286028	LOC100286028	AUX32|GRMZM2G152796
Zm00001d017326	36.6509597106043	-2.74142932069168	0.607532711113566	-4.51239788499097	6.40987975171299e-06	0.00933171660520216	103628763	LOC103628763	GRMZM2G159918
Zm00001d017386	516.683826365183	-1.77548746321231	0.350854806138697	-5.06046214031465	4.18241503566248e-07	0.00179819818797549	100285314	LOC100285314	GRMZM2G066997
Zm00001d017401	751.72621773749	1.15760929556169	0.231663286365305	4.99694756870659	5.82448962884199e-07	0.00179819818797549	100285569	LOC100285569	GRMZM2G162688|pco123267
Zm00001d018235	48.3385368579787	2.4485543978407	0.417722045591241	5.86168344161732	4.58197909722449e-09	6.41661113090127e-05	100272374	LOC100272374	GRMZM2G134552
Zm00001d018811	911.497228156113	-2.18070399578907	0.437397371209073	-4.98563580700329	6.17583808119803e-07	0.00179819818797549	103631948	LOC103631948	-
Zm00001d032822	5881.9921374986	1.31714202817342	0.282351934555254	4.66489464734186	3.08775194611909e-06	0.00539430264987005	100286084	LOC100286084	GRMZM2G029518
Zm00001d044065	90.7584909509371	1.9128929305401	0.40712116037798	4.69858390255158	2.61971565754158e-06	0.00490354634327694	103650192	LOC103650192	GRMZM2G001426
