Chr	Start	End	pos	XPCLR	r2
5	46975001	47025000	47000000.5	0.240888343	0.0869032697048167
5	46980001	47030000	47005000.5	3.084231753	0.0897001479111527
5	47000001	47050000	47025000.5	0.035513011	0.0861427710360163
5	47005001	47055000	47030000.5	0	0.0740400223168474
5	47010001	47060000	47035000.5	5.787906801	0.0685345774183426
5	47015001	47065000	47040000.5	8.449630066	0.0680920083297679
5	47020001	47070000	47045000.5	0	0.0694662308833995
5	47025001	47075000	47050000.5	4.780431603	0.0680250524869992
5	47030001	47080000	47055000.5	0	0.0677064288819181
5	47035001	47085000	47060000.5	0.406309017	0.0662674582198779
5	47040001	47090000	47065000.5	0	0.0666262574197855
5	47045001	47095000	47070000.5	0	0.0679614640206154
5	47050001	47100000	47075000.5	0.409727191	0.0706993527916527
5	47055001	47105000	47080000.5	11.54765299	0.0742303759120741
5	47060001	47110000	47085000.5	0.917292355	0.0674169803877749
5	47065001	47115000	47090000.5	0.406567847	0.0637598254458272
5	47070001	47120000	47095000.5	0.262753083	0.0667519752819124
5	47075001	47125000	47100000.5	0	0.0669305866783367
5	47080001	47130000	47105000.5	0.734476601	0.0648675239043006
5	47085001	47135000	47110000.5	0	0.061818058604494
5	47090001	47140000	47115000.5	0	0.0563841879677045
5	47095001	47145000	47120000.5	0	0.0560984700646949
5	47100001	47150000	47125000.5	9.9965683	0.0559550779585959
5	47105001	47155000	47130000.5	0	0.0573223676274296
5	47110001	47160000	47135000.5	0	0.0640131279785365
5	47115001	47165000	47140000.5	0	0.0677997253788914
5	47120001	47170000	47145000.5	0	0.0655850055491512
5	47125001	47175000	47150000.5	0	0.0636076418707594
5	47130001	47180000	47155000.5	20.59325693	0.070621111972914
5	47215001	47265000	47240000.5	6.606463483	0.0926262808524791
5	47220001	47270000	47245000.5	0	0.0670877644802392
5	47225001	47275000	47250000.5	0	0.087708899437894
5	47230001	47280000	47255000.5	0	0.0934923139040309
5	47235001	47285000	47260000.5	0	0.103775517307988
5	47240001	47290000	47265000.5	0	0.10297208666757
5	47245001	47295000	47270000.5	0	0.113002241444999
5	47250001	47300000	47275000.5	14.77137483	0.118741916183321
5	47255001	47305000	47280000.5	0	0.127407060813505
5	47260001	47310000	47285000.5	0.101755019	0.136808382379109
5	47265001	47315000	47290000.5	14.14197787	0.165730817842742
5	47270001	47320000	47295000.5	0	0.227130483968618
5	47275001	47325000	47300000.5	0.167377496	0.253468597744134
5	47280001	47330000	47305000.5	45.13701076	0.273527701586549
5	47285001	47335000	47310000.5	1.742817688	0.275461497975388
5	47290001	47340000	47315000.5	0.394047795	0.275850129553446
5	47295001	47345000	47320000.5	26.82409241	0.287702721056883
5	47300001	47350000	47325000.5	10.10263089	0.291845585503117
5	47305001	47355000	47330000.5	42.66484641	0.296821293914915
5	47310001	47360000	47335000.5	1.259673038	0.29673789953879
5	47400001	47450000	47425000.5	30.91832664	0.198562758960217
5	47405001	47455000	47430000.5	28.93792943	0.198228007192314
5	47410001	47460000	47435000.5	32.26395119	0.198140014736702
5	47415001	47465000	47440000.5	23.94807354	0.205185356807732
5	47420001	47470000	47445000.5	1.063552158	0.196454335200003
5	47425001	47475000	47450000.5	0	0.195469460504388
5	47430001	47480000	47455000.5	0	0.19991916792429
5	47435001	47485000	47460000.5	0	0.198089280677414
5	47440001	47490000	47465000.5	10.05551879	0.210665354774506
5	47445001	47495000	47470000.5	2.896713874	0.211796053628349
5	47460001	47510000	47485000.5	35.75698848	0.232779990096608
5	47465001	47515000	47490000.5	0	0.235407611646159
5	47470001	47520000	47495000.5	0	0.24761121273375
5	47475001	47525000	47500000.5	1.713576042	0.234088890985784
5	47480001	47530000	47505000.5	44.36276653	0.228313184600932
