1	2940001	9.998504519
1	9140001	17.73805396
1	10715001	9.964706807
1	13935001	23.36957074
1	18065001	11.83483362
1	24305001	NA
1	28615001	14.53011213
1	33590001	10.90020702
1	38155001	NA
1	38890001	19.0339315
1	39105001	18.790179
1	41230001	9.77234305
1	45275001	30.4621329
1	46385001	NA
1	57485001	13.83009453
1	72550001	NA
1	80190001	10.97147878
1	98535001	16.18992069
1	100180001	NA
1	104165001	13.44238314
1	115335001	9.49224014
1	115630001	35.46967627
1	120485001	10.07149734
1	121295001	9.514620595
1	150305001	9.71698977
1	151625001	NA
1	152820001	26.37664137
1	153195001	NA
1	155930001	NA
1	156165001	NA
1	157070001	35.30115559
1	158115001	NA
1	159540001	14.51688944
1	161735001	NA
1	162405001	9.863127733
1	163175001	15.03325744
1	164630001	NA
1	165150001	NA
1	168515001	16.24447604
1	171885001	NA
1	172950001	11.16155855
1	173810001	11.16375218
1	180655001	NA
1	181755001	9.414673935
1	182510001	NA
1	183125001	11.76589968
1	184260001	NA
1	189380001	NA
1	189835001	NA
1	190375001	13.56843096
1	191240001	NA
1	192750001	17.87063963
1	198140001	48.61892453
1	202355001	NA
1	205195001	NA
1	205545001	NA
1	206995001	9.324987629
1	207100001	NA
1	209345001	NA
1	211240001	9.878493043
1	213750001	NA
1	215175001	28.41934007
1	218010001	15.98414911
1	220485001	11.86404604
1	224930001	NA
1	227405001	NA
1	230495001	NA
1	230830001	NA
1	233080001	21.36537675
1	234040001	31.3940974
1	235310001	13.30235492
1	236245001	12.21631477
1	236815001	NA
1	238920001	NA
1	239370001	NA
1	241015001	12.99899465
1	242515001	21.9153609
1	243195001	11.48423328
1	250145001	11.43021176
1	250350001	10.38359628
1	251480001	NA
1	252135001	NA
1	261215001	NA
1	267660001	NA
1	274360001	NA
1	284405001	NA
1	284750001	9.540652569
1	285380001	13.84536376
1	287555001	15.71247842
1	295670001	NA
1	299005001	18.34344566
1	304190001	10.05696216
2	7690001	13.40779646
2	9845001	10.99182366
2	18105001	NA
2	21265001	NA
2	21665001	NA
2	21955001	NA
2	27125001	NA
2	28200001	NA
2	29235001	NA
2	31125001	NA
2	33400001	NA
2	34510001	NA
2	34940001	11.58832064
2	37965001	14.58239528
2	39035001	11.18488667
2	46670001	12.07273562
2	47210001	NA
2	51125001	14.13942192
2	51480001	NA
2	52790001	12.15329467
2	63435001	10.85439146
2	66635001	NA
2	74630001	NA
2	75385001	11.83879721
2	84660001	NA
2	92005001	9.543845228
2	103605001	11.30595043
2	103745001	21.36001219
2	105050001	12.23213859
2	106930001	11.03650105
2	109310001	31.67540208
2	113415001	10.94049213
2	114090001	17.71361704
2	115365001	11.51789958
2	117200001	NA
2	131635001	NA
2	135495001	NA
2	147860001	26.13530212
2	150065001	NA
2	165855001	10.35060958
2	166225001	NA
2	167175001	NA
2	180295001	NA
2	182580001	NA
2	188375001	NA
2	193595001	NA
2	193715001	18.81057671
2	194925001	NA
2	195270001	13.95815101
2	204790001	NA
2	206280001	9.663125089
2	206475001	10.39032887
2	206830001	13.04480892
2	208445001	20.58303231
2	210160001	19.80371838
2	220000001	NA
2	221470001	NA
2	224465001	10.40129734
2	226600001	NA
2	231865001	19.82927298
2	244415001	NA
3	830001	9.84765126
3	1260001	9.757939801
3	2145001	34.71557244
3	3050001	NA
3	3200001	14.89505804
3	4985001	17.43570398
3	5840001	NA
3	8430001	11.95668261
3	10855001	11.71607397
3	12390001	NA
