1	2940001	NA
1	9140001	0.082918
1	10715001	0.0800926
1	13935001	0.115277
1	18065001	NA
1	24305001	0.109072
1	28615001	0.118139
1	33590001	NA
1	38155001	0.11335
1	38890001	NA
1	39105001	NA
1	41230001	NA
1	45275001	0.0844828
1	46385001	0.0815762
1	57485001	NA
1	72550001	0.081377
1	80190001	0.098513
1	98535001	0.0894561
1	100180001	0.0866743
1	104165001	NA
1	115335001	NA
1	115630001	0.127954
1	120485001	NA
1	121295001	NA
1	150305001	NA
1	151625001	0.104226
1	152820001	NA
1	153195001	0.109349
1	155930001	0.0876093
1	156165001	0.0980661
1	157070001	0.20395
1	158115001	0.101294
1	159540001	0.191449
1	161735001	0.109329
1	162405001	NA
1	163175001	NA
1	164630001	0.110958
1	165150001	0.0910838
1	168515001	0.139016
1	171885001	0.0821713
1	172950001	NA
1	173810001	0.113277
1	180655001	0.099164
1	181755001	NA
1	182510001	0.114546
1	183125001	0.0941014
1	184260001	0.130186
1	189380001	0.0833611
1	189835001	0.110958
1	190375001	NA
1	191240001	0.115143
1	192750001	NA
1	198140001	0.102493
1	202355001	0.0819998
1	205195001	0.188545
1	205545001	0.0958145
1	206995001	NA
1	207100001	0.0797076
1	209345001	0.154509
1	211240001	NA
1	213750001	0.0985483
1	215175001	0.169087
1	218010001	0.129318
1	220485001	0.087458
1	224930001	0.119656
1	227405001	0.0816784
1	230495001	0.0804207
1	230830001	0.0952682
1	233080001	0.125105
1	234040001	0.164532
1	235310001	0.0821661
1	236245001	NA
1	236815001	0.0982342
1	238920001	0.126263
1	239370001	0.0843326
1	241015001	NA
1	242515001	0.133325
1	243195001	NA
1	250145001	NA
1	250350001	0.134775
1	251480001	0.0864981
1	252135001	0.0813753
1	261215001	0.0976022
1	267660001	0.099339
1	274360001	0.0900284
1	284405001	0.102536
1	284750001	0.143705
1	285380001	0.106031
1	287555001	NA
1	295670001	0.128033
1	299005001	0.181133
1	304190001	0.18602
2	7690001	NA
2	9845001	NA
2	18105001	0.0869087
2	21265001	0.145566
2	21665001	0.100884
2	21955001	0.101382
2	27125001	0.105453
2	28200001	0.102019
2	29235001	0.130924
2	31125001	0.0871343
2	33400001	0.147905
2	34510001	0.0836942
2	34940001	0.128072
2	37965001	0.13122
2	39035001	0.130252
2	46670001	0.0961343
2	47210001	0.088335
2	51125001	0.0818499
2	51480001	0.104016
2	52790001	NA
2	63435001	0.0962449
2	66635001	0.195812
2	74630001	0.0900214
2	75385001	NA
2	84660001	0.121401
2	92005001	NA
2	103605001	NA
2	103745001	0.106959
2	105050001	0.10565
2	106930001	NA
2	109310001	0.11303
2	113415001	NA
2	114090001	0.123777
2	115365001	0.0906315
2	117200001	0.0872036
2	131635001	0.0826678
2	135495001	0.100352
2	147860001	NA
2	150065001	0.145211
2	165855001	NA
2	166225001	0.114476
2	167175001	0.108633
2	180295001	0.180195
2	182580001	0.0794572
2	188375001	0.0823215
2	193595001	0.0848392
2	193715001	NA
2	194925001	0.0938899
2	195270001	NA
2	204790001	0.0802861
2	206280001	NA
2	206475001	NA
2	206830001	0.0941153
2	208445001	0.180161
2	210160001	0.107777
2	220000001	0.08555
2	221470001	0.0958327
2	224465001	0.0824971
2	226600001	0.0929927
2	231865001	NA
2	244415001	0.139018
3	830001	NA
3	1260001	NA
3	2145001	0.118346
3	3050001	0.120861
3	3200001	NA
3	4985001	NA
3	5840001	0.106329
3	8430001	NA
3	10855001	NA
3	12390001	0.0913925
3	14040001	0.0885549
3	15535001	NA
3	15910001	NA
3	25380001	0.118609
3	37880001	0.090709
3	59335001	NA
3	60330001	NA
3	65875001	0.0796237
3	68740001	NA
3	115125001	NA
3	118065001	0.14467
3	124225001	0.0811525
3	125835001	0.0810025
3	132590001	0.084243
3	147015001	0.111583
3	147380001	0.114064
3	147745001	0.0832686
3	151280001	0.0826512
3	153450001	0.081252
3	158265001	0.127418
3	161915001	0.0924877
3	163790001	NA
3	165955001	0.0800621
3	166200001	0.100193
3	169020001	NA
3	171410001	0.0949063
3	174535001	0.115169
3	176140001	0.103756
3	176900001	NA
3	177350001	NA
3	180850001	NA
3	181385001	0.100566
3	186805001	0.100854
3	187460001	0.0861791
3	191920001	0.106911
3	193925001	NA
3	197015001	NA
3	197205001	0.101428
3	198485001	0.122983
3	199115001	0.160086
3	200030001	0.0862135
3	200735001	0.149737
3	201450001	NA
3	203265001	NA
3	206285001	0.088335
3	212805001	0.0876708
3	217730001	0.116594
3	218245001	0.170246
3	219310001	0.136685
3	224635001	0.174724
3	225460001	NA
3	226405001	0.115714
3	226805001	NA
3	227845001	0.153575
3	229155001	NA
3	229915001	0.0807657
3	230480001	0.137204
3	230860001	NA
3	231440001	NA
3	232345001	NA
3	232955001	0.108
4	5165001	NA
4	8945001	NA
4	10575001	NA
4	14820001	NA
4	31005001	NA
4	32875001	NA
4	33665001	NA
4	35620001	0.0898723
4	36515001	0.0899721
4	39910001	NA
4	47730001	NA
4	101275001	0.102843
4	116870001	0.100736
4	127395001	0.0809588
4	133790001	NA
4	134115001	NA
4	134835001	0.104662
4	142165001	0.102167
4	144405001	0.107457
4	145080001	0.0818362
4	145675001	0.0851778
4	147125001	NA
4	153230001	NA
4	154815001	0.123002
4	157625001	NA
4	158070001	0.0810092
4	159195001	0.0790949
4	160865001	NA
4	163320001	0.0856614
4	165295001	0.106674
4	171655001	0.141776
4	173365001	0.107783
4	176840001	0.119128
