id	chrom	pos	XPCLR
10_108900001_108950000	10	108925000.5	15.8288908063353
10_114050001_114100000	10	114075000.5	9.41573910117665
10_114175001_114225000	10	114200000.5	19.3507049802231
10_115250001_115300000	10	115275000.5	11.140484298081
10_115255001_115305000	10	115280000.5	13.2528326110122
10_115260001_115310000	10	115285000.5	14.6992144715072
10_115950001_116000000	10	115975000.5	7.90083486067857
10_116665001_116715000	10	116690000.5	14.2156270280367
10_116875001_116925000	10	116900000.5	24.8904457800431
10_116910001_116960000	10	116935000.5	7.88979979781141
10_116980001_117030000	10	117005000.5	17.9550334133875
10_118860001_118910000	10	118885000.5	11.3235376030087
10_125535001_125585000	10	125560000.5	30.5143912245064
10_125540001_125590000	10	125565000.5	33.4211108072805
10_125545001_125595000	10	125570000.5	11.1319863272447
10_125550001_125600000	10	125575000.5	31.8845840067211
10_125555001_125605000	10	125580000.5	22.0770089101039
10_125565001_125615000	10	125590000.5	18.5528468877715
10_125605001_125655000	10	125630000.5	17.2666349193688
10_125610001_125660000	10	125635000.5	29.9273949313877
10_125625001_125675000	10	125650000.5	36.1014667160327
10_125630001_125680000	10	125655000.5	22.823441025351
10_125660001_125710000	10	125685000.5	13.5371419862657
10_125675001_125725000	10	125700000.5	12.6821442897579
10_125715001_125765000	10	125740000.5	12.7876999526756
10_132105001_132155000	10	132130000.5	7.85652430567944
10_135525001_135575000	10	135550000.5	17.3686859242436
10_138100001_138150000	10	138125000.5	7.81632225288837
10_145105001_145155000	10	145130000.5	13.7250193581667
10_145125001_145175000	10	145150000.5	22.4588179910409
10_147375001_147425000	10	147400000.5	9.53061860672733
10_148770001_148820000	10	148795000.5	18.6590574345051
10_148795001_148845000	10	148820000.5	8.52586982872231
10_148850001_148900000	10	148875000.5	47.6076242890949
10_149550001_149600000	10	149575000.5	7.96625137204774
10_149720001_149770000	10	149745000.5	8.06884116209449
10_06065001_06115000	10	6090000.5	8.40083271309538
10_06920001_06970000	10	6945000.5	12.4056439709663
10_10885001_10935000	10	10910000.5	37.9816510856364
10_10900001_10950000	10	10925000.5	14.3227069876156
10_10905001_10955000	10	10930000.5	19.3749193386571
10_10910001_10960000	10	10935000.5	9.69921866781596
10_10915001_10965000	10	10940000.5	18.3934224965777
10_11210001_11260000	10	11235000.5	18.7588197344098
10_11225001_11275000	10	11250000.5	51.5028449231062
10_11250001_11300000	10	11275000.5	54.0236750400409
10_12225001_12275000	10	12250000.5	61.6400816508049
10_12375001_12425000	10	12400000.5	8.43700420956054
10_17820001_17870000	10	17845000.5	13.2132843443428
10_18005001_18055000	10	18030000.5	20.0077904710939
10_18020001_18070000	10	18045000.5	15.1656982089888
10_18675001_18725000	10	18700000.5	7.9444613162234
10_21355001_21405000	10	21380000.5	9.60184574636185
10_25660001_25710000	10	25685000.5	11.7342286833705
10_25665001_25715000	10	25690000.5	15.3330500778543
10_25690001_25740000	10	25715000.5	13.7250839814132
10_25695001_25745000	10	25720000.5	10.7439240280672
10_32830001_32880000	10	32855000.5	10.191987898684
10_32940001_32990000	10	32965000.5	13.3091658421093
10_34010001_34060000	10	34035000.5	8.78239727977075
10_34075001_34125000	10	34100000.5	10.411270394975
10_34085001_34135000	10	34110000.5	10.6108545811637
10_34230001_34280000	10	34255000.5	11.6734917586979
10_43830001_43880000	10	43855000.5	9.04928415025512
10_49480001_49530000	10	49505000.5	7.77134540130595
10_61820001_61870000	10	61845000.5	9.69273575266863
10_61875001_61925000	10	61900000.5	18.2893389994671
10_61940001_61990000	10	61965000.5	11.3556959229536
10_62005001_62055000	10	62030000.5	11.6581376737475
10_62070001_62120000	10	62095000.5	9.13921049614356
10_62095001_62145000	10	62120000.5	11.5618138424426
10_62215001_62265000	10	62240000.5	20.4398298428209
10_62220001_62270000	10	62245000.5	10.133054381798
10_62225001_62275000	10	62250000.5	12.7353962363164
10_62250001_62300000	10	62275000.5	23.2466315483563
10_62855001_62905000	10	62880000.5	8.78932743430335
10_64160001_64210000	10	64185000.5	12.8185589573329
10_64210001_64260000	10	64235000.5	17.3542310011897
10_77500001_77550000	10	77525000.5	15.8987851370041
10_82665001_82715000	10	82690000.5	12.1902179080735
10_82680001_82730000	10	82705000.5	14.6069331105793
10_82790001_82840000	10	82815000.5	8.36752738890459
10_83655001_83705000	10	83680000.5	10.4875766235785
10_83675001_83725000	10	83700000.5	12.4226696534878
10_83680001_83730000	10	83705000.5	8.21329423823204
10_84735001_84785000	10	84760000.5	8.25420859768496
10_99345001_99395000	10	99370000.5	8.33260577666914
10_99800001_99850000	10	99825000.5	7.77569097077853
1_100220001_100270000	1	100245000.5	30.8083462729702
1_101050001_101100000	1	101075000.5	18.4874274874009
1_103385001_103435000	1	103410000.5	7.96220751744411
1_104840001_104890000	1	104865000.5	12.8342367721554
1_106045001_106095000	1	106070000.5	8.31715653701298
1_108015001_108065000	1	108040000.5	7.89110320843633
1_112920001_112970000	1	112945000.5	9.81575733719325
1_116880001_116930000	1	116905000.5	15.9737140850111
1_116895001_116945000	1	116920000.5	11.1084029722423
1_116975001_117025000	1	117000000.5	7.90350407361382
1_123175001_123225000	1	123200000.5	9.68373419515461
1_127125001_127175000	1	127150000.5	9.9151658862682
1_127245001_127295000	1	127270000.5	10.6870490866692
1_127635001_127685000	1	127660000.5	9.7830815971966
1_127640001_127690000	1	127665000.5	12.8031256566351
1_127645001_127695000	1	127670000.5	13.9044604753591
1_127810001_127860000	1	127835000.5	9.29039700321033
1_127825001_127875000	1	127850000.5	8.03175216225549
1_127830001_127880000	1	127855000.5	9.1500328675441
1_127835001_127885000	1	127860000.5	10.2328178094004
1_127850001_127900000	1	127875000.5	16.1548772637802
1_127860001_127910000	1	127885000.5	12.6680980255899
1_127940001_127990000	1	127965000.5	8.33879025211482
1_128020001_128070000	1	128045000.5	10.337038893228
1_128080001_128130000	1	128105000.5	12.9398994325095
1_128300001_128350000	1	128325000.5	11.8986896800567
1_128425001_128475000	1	128450000.5	7.8455120202473
1_128450001_128500000	1	128475000.5	12.1037638162147
1_128585001_128635000	1	128610000.5	9.90462710122864
1_128600001_128650000	1	128625000.5	14.3071963778956
1_128715001_128765000	1	128740000.5	10.4294785177299
1_131460001_131510000	1	131485000.5	8.51579651590788
1_131620001_131670000	1	131645000.5	14.8699294736249
1_132210001_132260000	1	132235000.5	9.06508601025814
1_132215001_132265000	1	132240000.5	13.3453532278195
1_132280001_132330000	1	132305000.5	9.92009939774817
1_132290001_132340000	1	132315000.5	10.1305283613015
1_132295001_132345000	1	132320000.5	9.67779744924053
1_132550001_132600000	1	132575000.5	9.30545533898817
1_133005001_133055000	1	133030000.5	10.9511706905118
1_133605001_133655000	1	133630000.5	12.4310173193189
1_134045001_134095000	1	134070000.5	28.4286665654776
1_134050001_134100000	1	134075000.5	8.39273129051776
1_134845001_134895000	1	134870000.5	10.9718748164057
1_135695001_135745000	1	135720000.5	11.6774230475716
1_137335001_137385000	1	137360000.5	13.2167239978164
1_138420001_138470000	1	138445000.5	10.4366271959482
1_138425001_138475000	1	138450000.5	9.1714044735466
1_141330001_141380000	1	141355000.5	10.1009775709458
1_143870001_143920000	1	143895000.5	8.40497125565585
1_149520001_149570000	1	149545000.5	10.3931433715373
1_149525001_149575000	1	149550000.5	12.6222727593751
1_149530001_149580000	1	149555000.5	15.6239039203329
1_149535001_149585000	1	149560000.5	31.5087244118263
1_149540001_149590000	1	149565000.5	17.4471621176309
1_149585001_149635000	1	149610000.5	16.6662732162932
1_150375001_150425000	1	150400000.5	12.4633749672666
1_150420001_150470000	1	150445000.5	8.28194227009919
1_153730001_153780000	1	153755000.5	11.6616015296181
1_157260001_157310000	1	157285000.5	96.2971044661903
1_157270001_157320000	1	157295000.5	8.77286646312848
1_157280001_157330000	1	157305000.5	97.3074245184293
1_157285001_157335000	1	157310000.5	137.999423982943
1_157290001_157340000	1	157315000.5	12.4091469940013
1_157320001_157370000	1	157345000.5	31.1406798150726
1_157335001_157385000	1	157360000.5	16.5303739363967
1_157340001_157390000	1	157365000.5	12.8362731512884
1_157345001_157395000	1	157370000.5	33.5735474581639
1_157490001_157540000	1	157515000.5	20.4958250163879
1_157510001_157560000	1	157535000.5	32.2626067216677
1_158260001_158310000	1	158285000.5	13.9518576469258
1_159735001_159785000	1	159760000.5	8.83855826417596
1_159815001_159865000	1	159840000.5	11.4059500042229
1_159820001_159870000	1	159845000.5	8.81072957561395
1_159840001_159890000	1	159865000.5	10.1443689749642
1_161915001_161965000	1	161940000.5	18.405601771816
1_161925001_161975000	1	161950000.5	7.79359890997324
1_162435001_162485000	1	162460000.5	17.626995657956
1_162450001_162500000	1	162475000.5	26.4069358845616
1_162455001_162505000	1	162480000.5	14.791285028212
1_163700001_163750000	1	163725000.5	9.22896505693933
1_168790001_168840000	1	168815000.5	18.5201212319432
1_170360001_170410000	1	170385000.5	9.64911540631425
1_171935001_171985000	1	171960000.5	15.623478634719
1_172010001_172060000	1	172035000.5	13.6565469741416
1_172035001_172085000	1	172060000.5	9.98928048683956
1_172155001_172205000	1	172180000.5	10.7108677609145
1_173025001_173075000	1	173050000.5	8.01938625043562
1_173060001_173110000	1	173085000.5	12.4177105152419
1_173095001_173145000	1	173120000.5	13.9584268785979
1_173170001_173220000	1	173195000.5	8.50211491933263
1_173180001_173230000	1	173205000.5	10.9908871757492
1_173315001_173365000	1	173340000.5	8.78360880323336
1_173505001_173555000	1	173530000.5	18.8350962699645
1_173515001_173565000	1	173540000.5	17.8165143023248
1_173875001_173925000	1	173900000.5	20.8242572161116
1_173880001_173930000	1	173905000.5	16.2605969603846
1_173890001_173940000	1	173915000.5	20.207959038445
1_173910001_173960000	1	173935000.5	9.85924082046347
1_173930001_173980000	1	173955000.5	10.6756207841441
1_173935001_173985000	1	173960000.5	8.67883131230349
