Chr	Start	End	LR
1	1235001	1305000	64.8234492476172
1	6565001	6660000	83.8645525531603
1	11540001	11605000	62.1932075203288
1	13230001	13320000	56.7144815399411
1	24050001	24105000	56.4507469592243
1	28435001	28530000	55.2729551279722
1	35740001	35820000	51.6644756602608
1	38690001	38785000	185.410014837438
1	49980001	50080000	100.755401338312
1	52980001	53030000	49.3719024242971
1	53125001	53230000	66.4513515720356
1	53410001	53510000	54.3033100419806
1	53585001	53640000	52.2882938847502
1	55505001	55555000	73.8946149424055
1	56165001	56270000	78.0798535994828
1	65565001	65615000	45.3667947060795
1	68755001	68805000	73.246484647815
1	69795001	69845000	52.3029474721943
1	86740001	86830000	89.2680169309204
1	93695001	93805000	673.864602855068
1	106380001	106435000	62.2692721584539
1	146195001	146255000	55.1972292483097
1	146695001	146790000	56.0453531075218
1	152620001	152715000	48.896839514824
1	154925001	154995000	48.0599931761259
1	158970001	159025000	63.4101552543047
1	166235001	166330000	58.7009586501893
1	172915001	172970000	53.3155988531023
1	180875001	180950000	62.3117952338821
1	181960001	182050000	88.3798248321328
1	191120001	191215000	65.6947258556906
1	192620001	192675000	70.2951687643608
1	195875001	195925000	44.8884486698379
1	198855001	198905000	48.9178738528877
1	199130001	199185000	75.5084596582264
1	199455001	199515000	62.1234125115291
1	201015001	201065000	54.9221015608223
1	202030001	202085000	62.8742283101655
1	207100001	207150000	53.6570291854773
1	207890001	207970000	53.4576544327866
1	214945001	215040000	88.5222452914765
1	215090001	215190000	138.436400190666
1	219985001	220035000	47.1485813384297
1	225455001	225510000	83.9556707377223
1	227055001	227145000	51.6770274166904
1	233520001	233625000	114.22833687086
1	234855001	234905000	72.1577062727897
1	239660001	239715000	59.6299998680521
1	243030001	243090000	58.0542914932221
1	247010001	247100000	75.7217933035133
1	250910001	251005000	57.4250205894419
1	254490001	254590000	86.7755424752025
1	256260001	256355000	130.871215993124
1	262155001	262205000	45.2460452656947
1	262285001	262335000	45.158796391945
1	262955001	263010000	51.5597325602819
1	270120001	270170000	66.1852350999091
1	271370001	271420000	45.1064017008222
1	273225001	273350000	476.947513228051
1	274500001	274555000	57.616588746195
1	274630001	274725000	159.21836765323
1	277945001	278020000	77.1658711211647
1	287605001	287705000	211.872701690902
1	293690001	293745000	82.3093249067996
1	296130001	296230000	235.110451240456
1	301600001	301670000	55.1668980694497
1	306745001	306835000	71.3669590318514
2	6360001	6440000	64.5615259192551
2	6830001	6945000	62.0972109385537
2	11610001	11695000	46.6219460786759
2	12180001	12245000	65.5112769419638
2	15930001	16020000	69.0892942115462
2	16725001	16820000	201.576835380343
2	22515001	22565000	65.3271071386562
2	26065001	26115000	51.4847296055726
2	26245001	26340000	94.4690577312398
2	27255001	27350000	62.1061726299608
2	27565001	27630000	54.0204232596078
2	54500001	54560000	44.5324400437877
2	57745001	57800000	59.1432505500266
2	58955001	59060000	102.3855526247
2	70555001	70655000	139.153882445132
2	74675001	74725000	56.9752534611903
2	80240001	80355000	77.9086618802976
2	95880001	95975000	57.1570336135769
2	100820001	100915000	48.5283725461059
2	106240001	106290000	45.6676092304345
2	108450001	108525000	70.9500885009102
2	109235001	109285000	74.8223080934425
2	110055001	110105000	45.5018652481715
2	110780001	110875000	96.84700492706
2	111430001	111525000	75.6535011542138
2	114390001	114485000	65.8262827520425
2	131850001	131930000	71.587132199825
2	134095001	134190000	71.8396229825079
