1	38890001	39045000	19.03	NA	1	38940025	39091050	104975
1	41230001	41625000	9.77	NA	1	41410662	41479083	68421
1	80190001	80615000	10.97	0.1	1	80471247	80565598	94351
1	115630001	117435000	35.47	0.13	1	116806564	116926816	120252
1	151625001	152120000	NA	0.1	1	151690312	151691541	1229
1	153195001	153790000	NA	0.11	1	153549732	154024662	240268
1	155930001	156065000	NA	0.09	1	155625043	155983049	53048
1	156165001	156965000	NA	0.1	1	156270125	156623431	353306
1	158115001	159010000	NA	0.1	1	158115792	158181448	65656
1	159540001	159930000	14.52	0.19	1	159588444	159777286	188842
1	161735001	162060000	NA	0.11	1	162007609	162119152	52391
1	164630001	164990000	NA	0.11	1	164682808	164722805	39997
1	164630001	164990000	NA	0.11	1	164940447	164991338	49553
1	168515001	168965000	16.24	0.14	1	168824680	168910157	85477
1	168515001	168965000	16.24	0.14	1	168723528	168814682	91154
1	171885001	172155000	NA	0.08	1	171846082	172080383	195382
1	173810001	174120000	11.16	0.11	1	173700450	173860526	50525
1	180655001	180865000	NA	0.1	1	180790743	180913245	74257
1	191240001	191415000	NA	0.12	1	191142434	191369417	129416
1	205545001	205770000	NA	0.1	1	205704086	205884131	65914
1	235310001	235950000	13.3	0.08	1	235843127	235863500	20373
1	284405001	284510000	NA	0.1	1	284369163	284512038	104999
2	204790001	205015000	NA	0.08	2	204668641	204808084	18083
2	206830001	207505000	13.04	0.09	2	207293505	207464893	171388
2	208445001	209845000	20.58	0.18	2	208367549	208455121	10120
3	830001	950000	9.85	NA	3	937334	1017882	12666
3	830001	950000	9.85	NA	3	625628	917334	87333
3	3050001	3165000	NA	0.12	3	2963468	3076407	26406
3	12390001	12515000	NA	0.09	3	12420600	12514980	94380
3	191920001	192365000	9.78	0.11	3	191802147	192103605	183604
3	200030001	200145000	NA	0.09	3	200075962	200305414	69038
3	200735001	201420000	13.45	0.15	3	200837223	200878201	40978
3	226805001	226950000	15.02	NA	3	226680303	226979514	144999
3	227845001	228250000	NA	0.15	3	227916257	227969955	53698
3	227845001	228250000	NA	0.15	3	228132674	228209635	76961
3	227845001	228250000	NA	0.15	3	227989952	228126044	136092
3	229915001	230050000	NA	0.08	3	230015726	230164264	34274
3	230480001	230720000	NA	0.14	3	230462878	230631264	151263
3	230860001	231070000	11.73	NA	3	230905339	230974657	69318
4	47730001	47850000	11.56	NA	4	47776865	47874675	73135
4	134835001	135285000	15.19	0.1	4	135028588	135049087	20499
4	142165001	143550000	NA	0.1	4	142271212	142345550	74338
4	142165001	143550000	NA	0.1	4	142968404	143178621	210217
4	142165001	143550000	NA	0.1	4	143207910	143536289	328379
4	142165001	143550000	NA	0.1	4	142460564	142883580	423016
4	153230001	153990000	20.21	NA	4	153701901	153765390	63489
4	158070001	158520000	21.19	0.08	4	158111665	158504746	393081
4	160865001	161125000	11.36	NA	4	160707400	160968874	103873
4	171655001	173280000	NA	0.14	4	172582834	172651526	68692
4	171655001	173280000	NA	0.14	4	173091153	173165379	74226
4	171655001	173280000	NA	0.14	4	171959787	172088281	128494
4	171655001	173280000	NA	0.14	4	172432786	172562840	130054
4	171655001	173280000	NA	0.14	4	172751924	172946729	194805
4	171655001	173280000	NA	0.14	4	171682784	171899663	216879
4	173365001	173665000	18.83	0.11	4	173466699	173699773	198301
4	183825001	184040000	9.93	0.13	4	183893366	184003734	110368
4	190395001	190535000	NA	0.14	4	190509983	190599760	25017
4	199590001	199705000	16.52	NA	4	199632351	199654491	22140
4	206300001	206565000	NA	0.11	4	206530046	206610809	34954
4	212280001	212650000	10.14	NA	4	212287284	212368038	80754
4	228900001	229100000	NA	0.09	4	228937531	229048940	111409
4	232590001	232825000	NA	0.09	4	232626626	232806715	180089
5	2975001	3210000	NA	0.09	5	3009555	3077473	67918
5	5650001	5735000	16.96	NA	5	5563323	6107198	84999
5	186655001	187440000	NA	0.09	5	186878051	187045589	167538
7	7455001	7835000	24.06	0.15	7	7390605	7526172	71171
7	7455001	7835000	24.06	0.15	7	7690147	7854001	144853
7	9655001	10070000	NA	0.11	7	9661836	9813005	151169
7	171895001	172200000	21.78	NA	7	171778574	171971909	76908
9	2780001	2890000	NA	0.08	9	2741274	2860743	80742
9	127435001	127950000	59.51	0.27	9	127407030	127921832	486831
9	129455001	129550000	11.05	NA	9	129513506	129707590	36494
9	129625001	129905000	19.27	NA	9	129513506	129707590	82589
9	132055001	132290000	10.11	NA	9	131574000	132215675	160674
9	139480001	139655000	NA	0.09	9	139515566	139948354	139434
9	139750001	140115000	13.35	0.08	9	139515566	139948354	198353
9	140555001	140905000	12.31	0.09	9	140313468	140905656	349999
10	12155001	12360000	33.38	0.14	10	12326381	12645496	33619
10	12155001	12360000	33.38	0.14	10	12195280	12296215	100935
10	31560001	31710000	NA	0.09	10	31699202	31817146	10798
10	59980001	60030000	NA	0.09	10	59818947	60093353	49999
10	61600001	62335000	14.15	0.14	10	61627391	61717963	90572
10	62865001	63370000	NA	0.09	10	62920380	62959694	39314
10	77720001	78600000	NA	0.15	10	78247750	78287934	40184
10	81290001	81400000	9.42	NA	10	81215473	81429985	109999
10	84590001	84870000	12.1	NA	10	84869865	85148883	135
10	84590001	84870000	12.1	NA	10	84644235	84868190	223955
10	106145001	106715000	NA	0.15	10	106121309	106279626	134625
10	122285001	122375000	NA	0.1	10	122270856	122569242	89999
10	139590001	139830000	21.39	NA	10	139507017	139839763	239999
